track_name,artist,genre,popularity,duration_ms,energy,valence,danceability,mode
Special century,Brandi Yates,reggae,94,127841,0.46,0.08,0.04,0
Usually store,Abigail Watkins,pop,17,197155,1.0,0.97,0.52,0
Because any,Alexa Pace,classical,77,287816,0.3,0.13,0.11,1
Argue rise,Kristen Luna MD,jazz,75,291156,0.02,0.28,0.58,0
Some simply,John Evans,pop,21,170421,0.69,0.73,0.81,0
Concern ball,Jonathan Atkins,pop,72,277535,0.21,0.71,0.41,0
Notice message conference,Roberto Heath,jazz,16,139237,0.06,0.04,0.85,0
Stand event head hot,Richard Fields,rock,44,217116,0.79,0.22,0.36,1
Information American,Charles Conley,folk,4,221459,0.42,0.77,0.44,1
Enough side blood,Antonio Jones,rock,14,189436,0.52,0.35,0.07,1
Both who,Darrell Lewis,pop,44,151572,0.27,0.13,0.46,0
Establish,William Livingston,hip hop,43,180380,0.54,0.11,0.96,0
Most performance blood,Roberto Heath,rock,90,233882,0.17,0.72,0.85,1
Day,David Baker,electronic,47,281569,0.19,0.11,0.39,1
Worry its show,Wesley Nelson,classical,80,186782,0.95,0.87,0.19,1
Down time fly,Nichole Drake,classical,15,129445,0.5,0.5,0.07,0
Information view our,John Evans,pop,18,204386,0.73,0.55,0.99,1
Per lose,Clayton Stone,hip hop,2,263862,0.52,0.72,0.03,1
Long modern we,Charles Conley,hip hop,98,180354,0.81,0.41,0.1,0
Foreign instead,William Livingston,electronic,75,145791,0.94,0.71,0.27,0
Certain will,Kathryn Holloway,pop,78,299046,0.51,0.16,0.72,1
Scene few move,Ebony Frey,rock,17,293477,0.7,0.79,0.18,1
Top bed feel,Nicholas Meyer,jazz,9,207931,0.71,0.86,0.26,0
Win carry body,Julia Green,classical,81,170257,0.3,0.33,0.04,1
Such wish,Julia Green,metal,82,165537,0.48,0.53,0.71,1
Say right,Antonio Jones,metal,70,136397,0.88,0.04,0.07,0
Represent friend,Jasmine Smith,hip hop,59,158905,0.82,0.19,0.74,1
Board song,Alyssa Kelley,reggae,79,255437,0.23,0.39,0.46,0
Early some,Alyssa Kelley,pop,0,253871,0.69,0.13,0.96,0
Occur better,Roberto Heath,classical,91,177404,0.19,0.76,0.99,1
Reflect,Ryan Hahn,hip hop,71,167262,0.67,0.79,0.39,1
Scene support hospital,Richard Fields,hip hop,10,236973,0.83,0.92,0.59,1
Bring if indicate,Amanda Huffman,rock,17,219970,0.64,0.87,0.06,1
Five build,Charlotte Jones,metal,14,142920,0.85,0.02,0.27,0
Gun fine,Edward Mitchell,pop,72,167324,0.66,0.67,1.0,1
Blood back,Nichole Drake,reggae,96,228000,0.02,0.53,0.23,0
Step edge main,Ebony Frey,electronic,76,289914,0.97,0.04,0.39,1
Particular anyone order,Aaron Phillips,reggae,1,209225,0.35,0.53,0.03,0
Still couple,Ryan Hahn,classical,86,279492,0.05,0.22,0.42,0
Their store only,Ryan Hahn,classical,88,274806,0.76,0.83,0.35,1
Story upon economic animal,Jonathan Atkins,metal,39,140403,0.59,0.75,0.77,0
Raise outside term,Nichole Drake,jazz,53,137257,0.39,0.37,0.7,0
Plan road TV,Alexa Pace,reggae,11,272374,0.12,0.63,0.11,1
Activity,Nichole Drake,folk,52,249319,0.52,0.61,0.24,0
Name argue keep,John Evans,reggae,35,267715,0.83,0.7,0.97,1
Guy share,John Evans,metal,42,217347,0.02,0.69,0.67,0
Drop time east,Erika Norton,jazz,63,208864,0.64,0.2,0.87,1
Stuff number,Mary Martin,reggae,82,294278,0.86,0.89,0.62,0
Community statement high,William Rivera,folk,71,223196,0.04,0.2,0.58,0
Key performance within,Alyssa Kelley,metal,37,265546,0.43,0.85,0.88,1
Physical boy,Nichole Drake,classical,98,205194,0.94,0.89,0.25,1
In direction bar,Erika Norton,jazz,76,155816,0.5,0.52,0.17,1
Position cut might,Christopher Higgins,folk,97,126755,0.21,0.54,0.86,0
Mouth,William Rivera,pop,81,157567,0.8,0.01,0.15,0
Recently perform these maintain,Abigail Watkins,jazz,98,226172,0.01,0.69,0.02,1
Near,Alyssa Kelley,classical,90,256381,0.53,0.8,0.11,1
Adult see,Roberto Heath,metal,72,124843,0.5,0.4,0.31,0
Than collection,Donna Ellis,jazz,100,274659,0.29,0.67,0.89,1
Cause,Aaron Phillips,rock,82,157043,0.13,0.17,0.47,1
Most treatment,Aaron Phillips,hip hop,13,124890,0.34,0.78,0.79,0
Whose when,Nicholas Meyer,hip hop,48,125066,0.75,0.18,0.65,1
Million usually,Nicholas Meyer,classical,42,273282,0.14,0.09,0.53,1
Community decision,Christopher Gomez,metal,64,225043,0.9,0.87,0.62,0
Ball imagine design,Brandi Yates,electronic,74,237909,0.98,0.35,0.88,0
Every,Christopher Higgins,folk,22,181152,0.54,0.56,0.41,1
Likely into,Julia Green,jazz,28,178875,0.67,0.77,0.9,1
Season race black,Jesus Flores,pop,7,254241,0.33,0.34,0.78,1
Detail society,John Evans,jazz,50,176642,0.1,0.72,0.65,0
Minute word,Wesley Nelson,pop,20,194844,0.93,0.17,0.49,1
Everyone could show,Erika Norton,hip hop,37,224725,0.72,0.66,0.32,0
Fall what real,David Baker,rock,54,248958,0.4,0.0,0.52,1
Southern decade machine,Roberto Heath,pop,2,219115,0.95,0.43,0.32,1
My risk economic,Amanda Huffman,folk,20,201378,0.13,0.37,0.42,0
Near high,Mr. Norman Bender DDS,electronic,42,185678,0.7,0.92,0.63,1
Hear simply,Matthew Reese,jazz,43,124656,0.69,0.88,0.55,0
Never early resource,Erika Norton,folk,95,186521,0.38,0.95,0.39,0
Best cost,Marvin Shaw,folk,32,197126,0.61,0.39,0.04,1
Likely many,Donna Ellis,classical,23,265724,0.71,0.22,0.08,0
Stuff,Lindsay Orr,pop,2,242236,0.89,0.8,0.1,0
Usually doctor yet,Kristen Luna MD,jazz,67,250073,0.52,0.94,0.08,0
Recent only,Kristen Luna MD,folk,97,287058,0.8,0.91,0.24,1
Eat,William Livingston,classical,22,278906,0.53,0.6,0.65,1
Imagine,Antonio Jones,classical,96,142796,0.51,0.2,0.5,0
Choose once,Brittany Avila,jazz,62,200626,0.14,0.35,0.46,1
Past bad safe,Jennifer Black,electronic,17,132012,0.82,0.59,0.83,0
Administration,John Evans,pop,65,232146,0.45,0.87,0.33,0
Like could,Erika Norton,classical,95,203541,0.48,0.91,0.64,1
Smile simply cup,Brittany Avila,pop,28,222881,0.86,0.21,1.0,0
Establish fund position,Jesse Mccarthy,jazz,32,243669,0.28,1.0,0.76,0
First character interest,Edward Mitchell,metal,28,159277,0.62,0.44,0.71,1
Bad result market,Charlotte Jones,folk,88,160963,0.96,0.26,0.24,1
My including foreign,Kyle Brady,folk,9,236290,0.53,0.7,0.68,1
Operation especially quickly,Erika Norton,reggae,7,221403,0.07,0.87,0.39,0
Ago help,Brandi Yates,reggae,32,142536,0.6,0.31,0.9,0
Sport inside hope,Nicholas Meyer,pop,75,160654,0.33,0.68,0.79,1
Recent ball ever,Destiny Roberts,metal,57,256389,0.25,0.81,0.56,1
Nor history,Kathryn Ruiz,reggae,42,188342,0.0,0.22,0.94,1
Economic class ground,Jonathan Atkins,rock,44,150010,0.89,0.45,0.66,0
Mrs tough,Christopher Gomez,hip hop,82,162828,0.42,0.36,0.81,1
Spend result want read,Jesse Mccarthy,classical,72,178393,0.91,0.38,0.36,0
Purpose office walk,Jennifer Mcpherson,reggae,97,186013,0.34,0.82,0.01,1
Street movement on,David Baker,folk,73,184697,0.61,0.36,0.36,0
Consumer kid,Brandi Yates,metal,38,284726,0.94,0.18,0.05,1
White mission interest,Christopher Higgins,reggae,42,187381,0.89,0.49,0.4,0
Rest prove,William Livingston,pop,71,291719,0.47,0.77,0.87,0
Indeed by,Ryan Hahn,reggae,34,182913,0.51,0.33,0.72,1
These cost want,Mary Martin,rock,98,255713,0.23,0.65,0.65,1
Everything,Richard Fields,electronic,16,272830,0.62,0.66,0.9,0
Her most,Charles Conley,folk,39,190861,0.87,0.18,0.28,0
Head ready,Christopher Gomez,jazz,97,121942,0.3,0.42,0.53,0
Player,Kristen Luna MD,folk,57,225006,0.2,0.9,0.25,0
Vote official,Lacey Shaw,reggae,39,235132,0.81,0.1,0.35,1
Cut senior mean,Lindsay Orr,electronic,100,260775,0.09,0.89,0.12,1
Certain take hope,William Livingston,hip hop,94,248132,0.21,0.93,0.84,0
Just watch,Nicholas Meyer,folk,63,171770,0.06,0.02,0.64,0
But,Darrell Lewis,rock,88,150767,0.4,0.42,0.77,0
Production agency us,Lacey Shaw,metal,39,296771,0.66,0.62,0.55,1
Fact weight tell,Alexa Pace,reggae,22,139922,0.5,0.18,0.46,0
Series administration,Julia Green,hip hop,63,226120,0.65,0.89,0.55,1
Buy popular,Amanda Huffman,pop,58,146869,0.39,0.44,0.64,1
Create catch woman,Jesus Flores,reggae,18,207551,0.46,0.37,0.17,1
Whose material,Kathryn Holloway,hip hop,64,134460,0.98,0.03,0.62,1
Phone enjoy,Donna Ellis,rock,99,235730,0.24,0.34,0.13,1
Next,David Baker,reggae,12,137166,0.35,0.31,0.99,0
Mission friend,Mr. Norman Bender DDS,rock,14,268318,0.33,0.44,0.78,0
Though compare impact,Richard Fields,reggae,55,239592,0.47,0.43,0.67,0
Share side member,Nichole Drake,rock,12,222549,0.9,0.3,0.24,0
Size animal event than,Alexa Pace,electronic,37,162297,0.35,0.99,0.86,1
Person black,William Rivera,electronic,88,165831,0.82,0.09,0.1,1
Movement want size exactly,Jasmine Smith,jazz,51,238267,0.33,0.86,0.07,1
Difficult training among,Lindsay Orr,reggae,5,180941,0.1,0.8,0.0,1
Sound since reduce conference,Brandi Yates,folk,92,153016,0.37,0.2,0.04,1
Serve guy next,Kyle Brady,electronic,39,217228,0.39,0.91,0.19,1
Here stand,Jesus Flores,reggae,65,255165,0.69,0.98,0.23,1
Stage society popular,Kathleen Lang,electronic,80,198721,0.98,0.31,0.31,0
There walk,Brandi Yates,pop,51,170852,0.75,0.78,0.86,0
Though case cause,Matthew Reese,hip hop,3,218830,0.82,0.78,0.27,1
Many purpose near,Jesus Flores,hip hop,78,156736,0.76,0.09,0.83,1
Become degree general employee,Julia Green,reggae,27,288374,0.76,0.63,0.05,1
End include,Lacey Shaw,folk,7,270955,0.58,0.21,0.48,0
Subject and,Destiny Roberts,rock,2,176500,0.51,0.72,0.62,0
Section public back,Abigail Watkins,pop,47,120676,0.78,0.95,0.68,1
Management green for,Clayton Stone,classical,62,231623,0.08,0.56,0.75,1
How window today,Christopher Higgins,folk,30,129993,0.31,0.97,0.03,1
Technology pretty,Kathleen Lang,jazz,66,124442,0.08,0.7,0.2,1
Professor environment cultural,William Rivera,electronic,53,120254,0.92,0.49,0.2,0
Lot,Marvin Shaw,rock,44,189747,0.57,0.62,0.74,0
Others history than,David Baker,rock,87,244250,0.6,0.97,0.6,0
Try,William Rivera,rock,48,196753,0.07,0.64,0.32,0
Represent theory skin,Jennifer Mcpherson,pop,73,199332,0.54,0.2,0.4,0
Special budget,Kathleen Lang,rock,66,123563,0.11,0.08,0.89,0
Situation rather,Richard Fields,metal,79,220925,0.29,0.61,0.36,0
Resource central office suddenly,Kathryn Holloway,jazz,63,174414,0.13,0.0,0.58,0
To American street,Jennifer Mcpherson,rock,25,207757,0.2,0.63,0.97,0
Continue television,Donna Ellis,classical,22,210148,0.97,0.75,0.93,0
Majority college,Kathryn Holloway,jazz,63,131327,0.26,0.28,0.88,1
Less newspaper,Mary Martin,classical,12,299084,0.4,0.73,0.16,1
Only city,Kyle Brady,pop,97,287411,0.89,0.76,0.67,1
Career west majority,Roberto Heath,rock,81,268306,0.2,0.2,0.1,0
It recognize,Derrick Flores,electronic,82,271823,0.07,0.4,0.77,1
Main party,Amanda Huffman,reggae,3,283701,0.87,0.98,0.16,1
Heart happy fire,Kathryn Ruiz,folk,67,131230,0.26,1.0,0.61,0
Light air,Christopher Higgins,pop,65,297444,0.66,0.59,0.14,1
Card plant,Derrick Flores,reggae,25,279577,0.72,0.96,0.05,1
Upon try,Nichole Drake,pop,57,243598,0.21,0.08,0.05,1
Commercial it free,Jennifer Black,jazz,45,173805,0.69,0.46,0.52,0
Detail officer,Julia Green,electronic,2,275327,0.35,0.65,0.92,0
Boy,Ryan Hahn,classical,95,138847,0.55,0.24,0.84,1
Network school not,Alyssa Kelley,rock,4,120617,0.04,0.28,0.82,1
War major recognize debate,Nicholas Meyer,rock,98,155432,0.68,0.67,0.51,0
From none friend,Nicholas Meyer,pop,74,194559,0.68,0.17,0.33,0
Rate,Anne Flynn,metal,41,214671,0.43,0.27,0.1,0
Matter fight store,John Evans,folk,7,136426,0.91,0.06,0.19,0
Wide once establish,Kyle Brady,rock,18,274353,0.26,0.5,0.43,0
Approach painting order,Clayton Stone,rock,65,181389,0.16,0.75,0.04,1
Program four parent,David Baker,classical,17,297409,0.41,0.08,0.12,1
Act hundred follow,Jennifer Black,jazz,11,287015,0.06,0.08,0.16,0
Machine actually ability,Jasmine Smith,electronic,2,152129,0.42,0.58,0.38,1
Respond appear chance,Brittany Avila,metal,59,184418,0.19,0.55,0.65,0
Feeling together management,Derrick Flores,metal,39,146067,0.29,0.31,0.39,0
Strategy,Derrick Flores,hip hop,2,247576,0.26,0.6,0.06,0
List car leader,Amanda Huffman,folk,93,269789,0.78,0.01,0.73,1
Enough bill health,Jesus Flores,pop,97,190864,0.16,0.64,0.44,0
Cut effort he,Anne Flynn,metal,42,236814,0.49,0.09,0.7,1
News us,Janice Schaefer,hip hop,36,152063,0.95,0.83,0.37,0
History natural sport exist,Edward Mitchell,classical,58,270095,0.51,0.84,0.88,1
People particular car,Kyle Brady,classical,11,264653,0.31,0.36,0.97,1
Wife bad,Jesus Flores,hip hop,54,187105,0.25,0.32,0.14,1
Far day,Destiny Roberts,electronic,70,200081,0.14,0.78,0.48,0
Job she,Ryan Hahn,folk,84,162494,0.02,0.15,0.08,1
Seek debate,Kathryn Ruiz,hip hop,40,147883,0.65,0.24,0.26,0
Room certainly receive,Matthew Reese,jazz,42,248618,0.52,0.11,0.99,0
Idea side else,Jennifer Mcpherson,jazz,97,219548,0.14,0.37,0.06,0
Law first approach,Antonio Jones,hip hop,8,177568,0.02,0.12,0.21,1
Boy play less,Clayton Stone,metal,39,168474,0.08,0.25,0.64,0
Deep peace,Kyle Brady,classical,84,281786,0.14,0.13,0.48,1
Assume beyond offer,Brandi Yates,pop,16,232046,0.05,0.31,0.47,1
Someone forward arm,John Evans,folk,89,168190,0.35,0.67,0.44,1
Hour audience new,William Livingston,rock,27,211137,0.02,0.45,0.43,1
Name brother direction,John Evans,metal,21,237237,0.71,0.19,0.56,0
Mission available cup,John Evans,pop,14,147776,0.62,0.28,0.31,1
Main money teach really,Destiny Roberts,hip hop,5,144943,0.07,0.88,0.79,1
Nothing commercial film,Nicholas Meyer,pop,36,157326,0.13,0.7,0.93,0
Interview each,Brittany Avila,electronic,91,156255,0.21,0.55,0.81,0
Fine truth face,Marvin Shaw,electronic,52,139498,0.43,0.41,0.86,1
Those also,Amanda Huffman,jazz,39,228348,0.58,0.04,0.11,1
Growth security their,Marvin Shaw,rock,15,217012,0.49,0.9,0.13,0
Treat claim behavior,Alyssa Kelley,electronic,15,204401,0.65,0.94,0.52,0
Account beyond wide,Alexa Pace,hip hop,38,154138,0.21,0.87,0.72,1
Discover watch wear,Derrick Flores,classical,68,194870,0.71,0.74,0.85,1
Cell yourself return,Antonio Jones,rock,59,289594,0.55,0.35,0.03,0
Down husband,Brittany Avila,classical,88,240460,0.63,0.07,0.97,1
Various million theory,Julia Green,folk,80,200428,0.28,0.06,0.73,1
Expert woman,Kathryn Holloway,folk,32,164560,0.28,0.94,0.44,0
Night,Kathryn Ruiz,metal,54,133673,0.29,0.54,0.4,1
See world,Marvin Shaw,rock,68,257370,0.08,0.07,0.17,1
Movement within,Brittany Avila,reggae,28,197554,0.82,0.46,0.59,1
He,Edward Mitchell,folk,37,218277,0.7,0.46,0.24,0
Wonder both surface,Matthew Reese,rock,66,256307,0.1,0.42,0.33,1
General despite,Nichole Drake,rock,42,192688,0.63,0.87,0.35,1
Alone contain during,Matthew Reese,reggae,3,240660,0.6,0.72,0.48,1
New relationship,Clayton Stone,pop,80,287745,0.37,0.97,0.03,0
Land character half,Alyssa Kelley,rock,25,147231,0.78,0.26,0.15,0
Every end,Ebony Frey,classical,22,148427,0.64,0.57,0.55,1
Vote lawyer create,Jasmine Smith,reggae,16,187720,0.05,0.37,0.79,0
Picture gun,Abigail Watkins,classical,63,242983,0.29,0.53,0.43,0
Allow sense,Clayton Stone,metal,19,190690,0.22,0.31,0.51,0
Try business,Richard Fields,hip hop,23,153340,0.05,0.07,0.42,1
Ok food,Janice Schaefer,pop,20,218563,0.34,0.71,0.95,0
Age,Derrick Flores,jazz,59,229936,0.05,0.41,0.95,1
Exactly free bit,Jennifer Mcpherson,hip hop,4,134403,0.57,0.99,0.97,1
Easy base,Nicholas Meyer,metal,79,171151,0.79,0.06,0.73,1
Just today say,Christopher Higgins,classical,50,268983,0.39,0.63,0.67,1
Campaign another,Jennifer Black,folk,32,191442,0.67,0.13,0.4,1
Think whose determine,Abigail Watkins,rock,95,127144,0.8,0.79,0.68,0
Person,Darrell Lewis,folk,48,248889,0.4,0.03,0.06,1
Kid natural,William Rivera,hip hop,23,145320,0.84,0.12,0.96,1
Toward probably,Marvin Shaw,classical,77,218646,0.47,0.79,0.89,1
Boy seem,Kyle Brady,pop,66,232829,0.35,0.08,0.27,0
Land,Jesse Mccarthy,jazz,22,128599,0.5,0.05,0.29,0
Job institution serve,Janice Schaefer,pop,58,164137,0.17,0.56,0.25,1
Item maybe population,Darrell Lewis,folk,24,224913,0.49,0.29,0.54,1
Almost team,Roberto Heath,pop,62,222729,0.98,0.69,0.47,1
Yeah low,Derrick Flores,electronic,97,255248,0.06,0.1,0.81,0
Source manager town,Jesse Mccarthy,classical,87,272183,0.15,0.21,0.22,0
Speech goal democratic,Nichole Drake,hip hop,59,249445,0.34,0.27,0.8,0
Writer significant information,Brittany Avila,metal,30,284936,0.19,0.28,0.68,1
Heart well election,Julia Green,folk,52,129081,0.28,0.11,0.93,0
Democratic firm song,Abigail Watkins,metal,50,216057,0.32,0.31,0.47,0
Amount indicate because,Brandi Yates,electronic,75,269633,0.47,0.13,0.89,1
Piece sport,William Livingston,metal,94,221063,0.61,0.74,0.03,1
Particular us carry activity,William Livingston,metal,6,159011,0.97,0.86,0.66,1
Star huge recent,Jonathan Atkins,jazz,10,273878,0.75,0.76,0.27,1
With by yeah,Christopher Higgins,reggae,21,281990,0.66,0.46,0.88,1
Its nice model,Nichole Drake,pop,41,228410,0.78,0.83,0.24,1
Great woman,David Baker,hip hop,35,224068,0.67,0.77,0.98,1
Carry,Jonathan Atkins,pop,68,213658,0.87,0.09,0.59,1
High agent husband establish,David Baker,classical,50,181687,0.18,0.19,0.4,0
Learn same,William Livingston,rock,62,253347,0.34,0.18,0.6,0
Painting decision,Jesse Mccarthy,reggae,74,140231,0.41,0.29,0.14,0
Professional nice,Kathryn Holloway,hip hop,18,211265,0.25,0.26,0.55,1
Its black wife standard,Kathryn Ruiz,reggae,11,248439,0.41,0.68,0.16,1
At away,Jennifer Black,classical,66,181748,0.44,0.01,0.59,0
Sit low,Brandi Yates,electronic,36,132491,0.51,0.73,0.8,1
Level however protect,Nichole Drake,folk,50,286595,0.11,0.83,0.58,1
Put,Jennifer Black,metal,51,220281,0.64,0.02,0.94,1
Coach rest career,Kathleen Lang,classical,42,182542,0.05,0.05,0.81,1
At street agreement,Wesley Nelson,classical,78,172877,0.69,0.66,0.02,1
Figure,Jesus Flores,pop,19,266883,0.04,0.89,0.45,0
Program fall,Anne Flynn,jazz,87,149218,0.22,0.47,0.45,0
More likely high hair,Darrell Lewis,reggae,29,271724,0.18,0.14,0.41,1
Because about,Julia Green,classical,20,250743,0.82,0.74,0.13,0
Popular father,Alexa Pace,electronic,93,270498,0.87,0.51,0.14,1
Test face,Amanda Huffman,pop,60,165576,0.8,0.52,0.78,1
Material likely,Abigail Watkins,folk,80,294869,0.42,0.08,0.5,0
Model out,Mr. Norman Bender DDS,folk,92,136357,0.26,0.62,0.23,0
Good defense,Anne Flynn,reggae,34,199202,0.33,0.13,0.48,1
Them return Congress,Kathryn Ruiz,hip hop,62,180966,0.8,0.69,0.71,1
Amount available blood,Jesse Mccarthy,hip hop,18,146714,0.8,1.0,0.24,1
She system particularly,Charlotte Jones,pop,12,222852,0.62,0.58,0.78,0
Green station,Julia Green,reggae,46,145323,0.09,0.67,0.34,0
Son kitchen,Wesley Nelson,metal,69,224590,0.17,0.96,0.83,1
Maintain kid,Donna Ellis,rock,25,272321,0.43,0.81,0.0,1
She authority,Charles Conley,reggae,19,288141,0.57,0.4,0.3,1
Must great,Amanda Huffman,rock,11,254227,0.09,0.91,0.13,0
Campaign ok,Anne Flynn,reggae,24,270300,0.12,0.71,0.54,1
Draw at,Jennifer Mcpherson,classical,6,227686,0.94,0.43,0.7,1
Yes nation,Kathryn Ruiz,rock,58,230236,0.65,0.36,0.62,0
Cost past,Kathleen Lang,metal,74,236082,0.41,0.74,0.14,1
Social million,Clayton Stone,jazz,73,270300,0.79,0.35,0.1,1
Dream major draw,John Evans,electronic,85,121187,0.74,0.2,0.68,0
Human suggest season,Kathryn Holloway,jazz,13,229600,0.16,0.2,0.5,1
Everyone state,Kristen Luna MD,jazz,34,158774,0.18,0.1,0.19,1
Great gas,Brittany Avila,hip hop,13,274755,0.84,0.19,0.51,0
Decade discover,Julia Green,electronic,56,173478,0.1,0.33,0.03,0
Point outside door,Christopher Gomez,classical,30,266674,0.33,0.51,0.21,0
Assume stuff,Abigail Watkins,reggae,3,198229,0.31,0.74,0.32,0
Scientist court bar,Brittany Avila,classical,54,172889,0.98,0.71,1.0,0
Cause in we,William Livingston,reggae,77,296608,0.96,0.97,0.89,1
Surface difference,Erika Norton,electronic,97,211288,0.26,0.63,0.7,1
Describe color,William Rivera,electronic,81,286136,0.51,0.9,0.32,0
Authority,Kathleen Lang,reggae,69,269800,0.96,0.69,0.15,1
Still within information,Destiny Roberts,folk,72,289074,0.59,0.73,0.34,0
Officer ready,Derrick Flores,hip hop,38,210851,0.46,0.67,0.42,0
Step behavior,Roberto Heath,folk,54,166136,0.37,0.29,0.61,0
Big environmental indeed,Charles Conley,jazz,31,229636,0.34,0.2,0.92,1
Owner result blood,Donna Ellis,rock,53,242144,0.69,0.85,0.08,0
Office reduce ten,Wesley Nelson,metal,40,191487,0.24,0.45,0.02,0
Effort real cup,Lindsay Orr,metal,10,153306,0.5,0.26,0.0,1
Bag half success data,William Livingston,electronic,22,148316,0.45,0.53,0.77,1
After watch,Brandi Yates,pop,87,221677,0.62,0.45,0.99,1
Back local there list,Anne Flynn,reggae,6,191526,0.09,0.43,0.61,0
Card consider,Brittany Avila,rock,48,236336,0.55,0.89,0.45,1
Summer risk ask,Alyssa Kelley,jazz,33,123741,0.89,0.88,0.61,0
Fill its,Mary Martin,classical,31,151636,0.45,0.33,0.8,1
Industry writer,Abigail Watkins,metal,55,149411,0.29,0.23,0.85,1
Between trial,Donna Ellis,pop,77,242174,0.13,0.38,0.34,1
Affect note child never,Kathleen Lang,reggae,75,285742,0.06,0.29,0.26,1
Agent experience,Jesus Flores,pop,45,222843,0.2,0.68,0.06,1
While through shake great,Lacey Shaw,classical,64,257062,0.19,0.12,0.21,1
Event ready treatment,Derrick Flores,reggae,27,200918,0.2,0.36,0.7,1
Section head run,Kathryn Holloway,rock,59,242195,0.41,0.51,0.51,1
Suddenly strategy,Anne Flynn,hip hop,42,289647,0.7,0.27,0.49,1
More anything,Kathleen Lang,electronic,51,166303,0.5,0.1,0.46,0
Everyone anything response,Jennifer Mcpherson,metal,27,286965,0.34,0.76,0.35,0
Born even,Jennifer Mcpherson,jazz,6,231408,0.67,0.52,0.34,0
Seven imagine place,Christopher Gomez,jazz,52,181727,0.78,0.06,0.57,1
Money every,Jennifer Black,hip hop,42,205267,0.69,0.28,0.45,0
Receive,Donna Ellis,jazz,10,201849,0.9,0.7,0.26,0
Value keep general,Julia Green,classical,39,128696,0.58,0.46,0.39,1
Reveal soldier,Mr. Norman Bender DDS,hip hop,46,249662,0.26,0.31,0.95,1
Wind senior level,Edward Mitchell,hip hop,85,247109,0.64,0.47,0.93,0
Not money back,Jennifer Mcpherson,electronic,32,241079,0.43,0.93,0.8,0
Student very,John Evans,pop,84,235752,0.57,0.61,0.32,0
Because campaign always,Alexa Pace,pop,90,291859,0.35,0.82,0.91,1
Case yes,Alyssa Kelley,pop,21,179890,0.28,0.8,0.1,0
Your the man,Marvin Shaw,jazz,91,136395,0.5,0.51,0.56,0
Ready,Ebony Frey,pop,18,203285,0.09,0.7,0.62,0
Myself very control,Ebony Frey,hip hop,88,213296,0.04,0.78,0.09,1
Establish local report,Amanda Huffman,jazz,57,166264,0.62,0.05,0.35,1
Clear effect poor,Destiny Roberts,classical,30,246244,0.5,0.69,0.03,1
Central source along,Lindsay Orr,classical,89,196797,0.31,0.93,0.28,0
Director up candidate,Donna Ellis,metal,25,175243,0.82,0.25,0.9,1
Fact store,Kyle Brady,metal,8,269613,0.92,0.21,0.29,0
While respond population,Mr. Norman Bender DDS,pop,17,197224,0.09,0.04,0.42,0
Right huge speech,Brandi Yates,metal,98,186762,0.66,0.74,0.8,0
East child however prepare,Jennifer Mcpherson,electronic,81,268365,0.24,1.0,0.93,0
Break traditional,Amanda Huffman,reggae,61,283907,0.98,0.2,0.72,0
Always,David Baker,pop,90,238983,0.11,0.72,0.15,0
Without reality,Lacey Shaw,folk,11,220376,0.67,0.88,0.67,0
Begin could father,William Livingston,electronic,67,218620,0.46,0.63,0.52,0
Rich state,Christopher Gomez,pop,7,160436,0.93,0.24,0.54,0
Week part,Darrell Lewis,metal,87,245739,0.91,0.77,0.14,1
Billion dinner subject,Kathryn Holloway,reggae,40,182854,0.78,0.42,0.27,0
Receive small,Kathryn Holloway,rock,83,298677,0.19,0.29,0.78,0
Cause consumer rather,Alexa Pace,folk,31,275145,0.98,0.7,0.16,0
Together fish about chance,Donna Ellis,hip hop,64,188793,0.97,0.14,0.23,1
Then appear care front,Jesus Flores,classical,9,188510,0.32,0.61,0.6,0
Inside while,Jesus Flores,electronic,86,215739,0.77,0.14,0.89,0
People score couple,William Rivera,classical,73,287552,0.78,0.88,0.09,1
Vote wear environment,Donna Ellis,reggae,28,175855,0.92,0.18,0.38,1
Lead ten available,David Baker,electronic,37,261620,0.67,0.86,0.69,1
Remember especially her,Jennifer Black,metal,78,270688,0.7,0.24,0.56,1
Improve year,Edward Mitchell,classical,23,127135,0.07,0.68,0.11,1
Such child listen success,Clayton Stone,jazz,99,200786,0.55,0.31,0.59,0
Wall catch always,Antonio Jones,reggae,7,216059,0.1,0.73,0.69,1
Compare thought century,Erika Norton,pop,86,155302,0.17,0.72,0.45,1
Enter continue,Destiny Roberts,pop,44,185835,0.75,0.63,0.94,0
Involve,Richard Fields,rock,26,166123,0.01,0.27,0.72,0
Center myself,Destiny Roberts,reggae,65,137712,0.05,0.15,0.75,1
Garden effort key,Kathryn Holloway,hip hop,43,237453,0.33,0.36,0.97,0
Ago nor everything,Nichole Drake,metal,59,134637,0.64,0.49,0.61,0
Stop reality way,Jasmine Smith,electronic,2,167364,0.16,0.1,0.39,1
Late,Jesus Flores,folk,78,165687,0.12,0.16,0.29,0
Into must,Nichole Drake,rock,27,199402,0.36,0.89,0.35,0
Catch price,Alexa Pace,classical,44,224270,0.16,0.58,0.17,1
Change,Ebony Frey,pop,93,268588,0.3,0.3,0.75,1
It successful experience,Nichole Drake,classical,97,235079,0.43,0.2,0.45,0
Wish deal improve,Kathleen Lang,classical,37,253182,0.35,0.43,0.31,1
Director,Kathleen Lang,metal,74,213874,0.9,0.32,0.5,0
